recid,assignmt,sex,age,earnings,prevearn,married,pbhous,wkless13,bfeduca,recommended_training,pred_earnings_classroom,pred_earnings_ojt,pred_earnings_other,pred_earnings_control,prob_control,prob_classroom,prob_ojt,prob_other,dr_score_classroom,dr_score_ojt,dr_score_other,dr_score_control
312244,Treatment,Female,23,0.0,0.0,Not married,No,Worked,11,classroom,10.65135123,13.6773656,12.7506655,9.132475006,0.3134054734982569,0.23783702344193924,0.26567584886608975,0.1830816541937138,-34.132892517484535,13.6773656,12.7506655,9.132475006
312245,Control,Male,45,21.303,8.0,Not married,Yes,Did not work,8,OJT,15.31430489,17.83018378,17.07100793,17.81536674,0.4895694990925639,0.10931653694513369,0.23685700416724229,0.1642569597950599,15.31430489,17.83018378,17.07100793,17.81536674
312247,Treatment,Male,36,29.224,4.0,Married,No,Did not work,12,classroom,19.29529532,21.72985607,22.72635607,21.59961751,0.4546179931127943,0.12879652424128601,0.37604145233776853,0.04054403030815099,96.38359206160828,21.72985607,22.72635607,21.59961751
312248,Treatment,Female,26,9.167,0.384,Married,No,Worked,12,classroom,10.23438585,14.12458842,13.85858846,9.852200335,0.25391695292745736,0.1146912808749331,0.4737296054486403,0.15766216074896913,0.9277860644073321,14.12458842,13.85858846,9.852200335
312249,Control,Male,26,16.387,5.0,Not married,No,Did not work,10,OJT,15.68339379,19.82622605,17.6313594,18.43880745,0.2887986841275718,0.09790046860054642,0.4187040217764499,0.1945968254954319,15.68339379,19.82622605,17.6313594,18.43880745
312253,Control,Female,32,10.925,0.0,Not married,No,Worked,12,classroom,10.66655198,13.53433924,12.49710821,9.391852477,0.3608909901469181,0.2927669415225463,0.1065584769813217,0.239783591349214,11.549329313588046,13.53433924,12.49710821,9.391852477
312254,Treatment,Female,53,18.423,0.5,Not married,No,Did not work,12,other,11.81806334,13.65313311,15.26014741,12.50412802,0.32372910770207314,0.20253053602888674,0.20867913099580904,0.26506122527323095,11.81806334,13.65313311,27.192683324069137,12.50412802
312255,Control,Female,33,1.584,6.0,Not married,No,Did not work,12,OJT,16.03681958,19.11077597,17.68115103,19.04328124,0.548891474188714,0.1656614897806963,0.21698332524367633,0.06846371078691338,16.03681958,19.11077597,17.68115103,19.04328124
312256,Control,Female,31,18.956,8.7,Not married,No,Did not work,13,OJT,19.97728712,22.71833178,19.42181529,23.21761245,0.37862621235959787,0.14448570253561133,0.2888341714237255,0.1880539136810653,19.97728712,22.71833178,19.42181529,23.21761245
312257,Treatment,Female,30,10.541,2.444656,Not married,No,Did not work,8,OJT,12.13334839,14.68817882,15.70161434,12.63506467,0.38464725689840695,0.25073005679543525,0.20503410472275665,0.15958858158340067,12.13334839,14.68817882,15.70161434,12.63506467
312259,Control,Male,35,6.789,0.075,Married,No,Worked,12,OJT,16.31213305,15.76216576,17.34014706,14.8950482,0.2457366101054983,0.09200848013266917,0.5202988514066067,0.1419560583552256,16.31213305,15.76216576,17.34014706,14.8950482
312260,Treatment,Female,28,34.602,4.0,Married,No,Did not work,12,OJT,13.27136336,18.0226412,17.91302152,16.70614477,0.2318060110458871,0.49475900653136407,0.2150264944443613,0.05840848797838777,13.27136336,18.0226412,17.91302152,16.70614477
312262,Treatment,Female,64,2.079,0.392,Not married,Yes,Worked,12,OJT,9.971100819,11.23180326,12.49944748,7.161634449,0.25168474232725596,0.47574578263519013,0.15469465034133187,0.1178748246962218,9.971100819,11.23180326,12.49944748,7.161634449
312263,Treatment,Female,36,20.731,0.0,Not married,No,Worked,12,other,10.62758361,13.25290407,12.39111961,9.271538731,0.43793185857219974,0.2902540799602553,0.09349761950317494,0.17831644196437024,10.62758361,13.25290407,59.16123400958189,9.271538731
312264,Treatment,Female,26,26.626,2.444656,Not married,No,Did not work,11,other,13.03938639,16.04357597,15.92813078,14.69377131,0.331194932662572,0.19789486030395548,0.29079207731113693,0.18011812972233546,13.03938639,16.04357597,75.32175893110009,14.69377131
312265,Control,Female,33,0.873,0.0,Not married,No,Worked,14,other,10.92009877,14.1539645,12.42457545,10.24040506,0.2964041735000202,0.3133380346078411,0.19775586902734332,0.19250192286479514,10.92009877,14.1539645,-47.58300929559923,10.24040506
312267,Treatment,Female,34,18.39,0.0,Married,No,Worked,15,other,10.21612618,14.44345066,13.59500653,10.64338977,0.43140872246628553,0.22394949258130262,0.1856371671747903,0.15900461777762123,10.21612618,14.44345066,43.75132234660179,10.64338977
312269,Treatment,Female,22,16.029,0.0,Married,No,Worked,11,classroom,10.03207704,13.71741895,13.77337133,9.147386389,0.2915756475139122,0.5653846039919815,0.1097718141487452,0.03326793434536093,20.6388797680153,13.71741895,13.77337133,9.147386389
312271,Control,Male,22,46.111,0.0,Not married,Yes,Worked,12,OJT,12.44370081,15.74854502,13.56910681,9.284262385,0.48011270340145445,0.13831539513631672,0.1566999127556759,0.22487198870655273,12.44370081,15.74854502,13.56910681,9.284262385
312274,Treatment,Female,27,31.308,0.84,Not married,No,Worked,13,OJT,11.50249757,14.76011151,12.87231512,10.67423397,0.3458322216518825,0.2523645172288322,0.26450585521597014,0.13729740590331552,11.50249757,14.76011151,12.87231512,10.67423397
312276,Treatment,Male,23,17.337,3.878,Not married,No,Did not work,11,classroom,15.76998489,19.22791334,17.14558305,18.02043063,0.21923580840799384,0.08909468623863916,0.5315190103556049,0.16015049499776224,33.35818432315999,19.22791334,17.14558305,18.02043063
312278,Treatment,Female,29,0.0,0.0,Not married,No,Worked,12,other,10.69577827,13.71454029,12.57549139,9.467231308,0.2383052831726578,0.43717253062530853,0.12502899266191395,0.19949319354011957,10.69577827,13.71454029,-50.461703848798834,9.467231308
312279,Treatment,Female,23,3.411,0.0,Not married,No,Worked,12,OJT,10.75423084,14.00452287,12.72940786,9.5849065,0.3069069073769152,0.3295015564877286,0.1911146004291671,0.17247693570618902,10.75423084,14.00452287,12.72940786,9.5849065
312285,Control,Male,31,46.645,13.0,Married,No,Did not work,14,OJT,27.01627075,36.73386292,32.59207593,31.73896445,0.42924564502507545,0.2417717300106939,0.1196866052654067,0.2092960196988237,27.01627075,36.73386292,32.59207593,31.73896445
312289,Control,Female,37,0.0,0.3,Married,No,Did not work,11,classroom,11.21272992,14.66218764,15.91188206,12.41815507,0.35365736542430015,0.21622388320208466,0.26935960489851923,0.16075914647509593,-40.644307119338,14.66218764,15.91188206,12.41815507
312290,Treatment,Female,24,35.813,2.444656,Married,No,Did not work,10,classroom,12.03071202,15.97401349,16.83407252,13.97579541,0.29207487602096555,0.30489192003178933,0.31884388682971493,0.08418931711752994,90.03306766629052,15.97401349,16.83407252,13.97579541
312295,Treatment,Male,48,3.984,2.5,Married,No,Did not work,12,other,18.53130753,19.223913,21.76472247,19.45188739,0.32781576275999846,0.10920247883239963,0.45942996352364246,0.10355179488395956,18.53130753,19.223913,-149.94376882100204,19.45188739
312297,Treatment,Male,40,15.623,0.0,Not married,No,Worked,13,OJT,13.16835952,14.20321237,12.95536404,12.21822744,0.22846300996571323,0.1347228736597144,0.3161904556074688,0.3206236607671034,13.16835952,14.20321237,12.95536404,12.21822744
312305,Treatment,Male,44,2.988,0.0,Not married,Yes,Worked,12,other,12.44370081,14.85627777,13.2524992,8.575168655,0.40006312933677834,0.34440640536810174,0.1472059822270468,0.10832448306807319,12.44370081,14.85627777,-81.50446533173557,8.575168655
312307,Treatment,Female,27,18.962,2.444656,Not married,Yes,Did not work,10,classroom,12.44351033,15.07532177,15.30809876,13.82112831,0.2191548855150235,0.41400991341673327,0.25917863158291554,0.10765656948532777,28.18827744488459,15.07532177,15.30809876,13.82112831
312308,Control,Female,33,47.41,2.439,Not married,Yes,Worked,12,classroom,11.67165443,14.37900131,13.52318777,10.76066059,0.3566674061173844,0.23240328493853565,0.25925143675673445,0.15167787218734513,165.44893679264737,14.37900131,13.52318777,10.76066059
312310,Treatment,Male,34,6.993,0.0,Not married,No,Worked,13,OJT,13.16835952,14.68332516,13.07213794,12.46204921,0.3838552844222027,0.10515384737347697,0.22861356541124717,0.28237730279307316,13.16835952,14.68332516,13.07213794,12.46204921
312311,Treatment,Male,45,33.26,5.2,Married,No,Did not work,12,other,19.90648555,22.70761554,24.00067495,22.534928,0.3964047238324281,0.08171801050552512,0.4159067016798413,0.10597056398220522,19.90648555,22.70761554,111.37706233579179,22.534928
312314,Treatment,Female,30,0.618,0.5,Not married,No,Did not work,8,OJT,11.53946879,13.65853987,15.12347472,10.88178964,0.3835818200581127,0.16223488485483464,0.28066288597708394,0.17352040910996855,11.53946879,13.65853987,15.12347472,10.88178964
312316,Treatment,Male,23,12.698,0.286,Married,No,Worked,10,OJT,15.91306801,15.49661986,17.0678845,14.24000261,0.2233854618307304,0.10416875614708113,0.5090612246088457,0.16338455741334262,15.91306801,15.49661986,17.0678845,14.24000261
312317,Treatment,Female,26,6.155,0.0,Not married,No,Worked,11,classroom,10.62212494,13.54344454,12.67473404,9.082044776,0.14349597665531846,0.6672253490030373,0.054831671536916114,0.13444700280472793,3.9270481617050184,13.54344454,12.67473404,9.082044776
312318,Treatment,Female,23,6.279,11.0,Not married,No,Worked,10,OJT,18.05903982,25.04010925,18.38162665,19.18901329,0.34069510151975885,0.1907483363934422,0.30466698548979143,0.1638895765970074,18.05903982,25.04010925,18.38162665,19.18901329
312319,Treatment,Female,30,22.725,0.8,Not married,No,Did not work,11,OJT,12.05570926,14.84482947,15.32191405,13.04537207,0.4634259556141969,0.14977377549954352,0.15315620139035566,0.23364406749590386,12.05570926,14.84482947,15.32191405,13.04537207
312326,Treatment,Male,51,31.484,0.0,Not married,No,Worked,11,other,12.64572296,12.13845171,12.76865986,10.57606611,0.36073359150540774,0.08723583672958203,0.38890870980974673,0.16312186195526338,12.64572296,12.13845171,127.50092146900944,10.57606611
312329,Treatment,Female,24,0.0,0.0,Not married,No,Worked,11,OJT,10.64160913,13.63506545,12.72546057,9.116641018,0.4053763867586946,0.3310387141337515,0.0813994152094738,0.1821854838980798,10.64160913,13.63506545,12.72546057,9.116641018
312334,Control,Female,27,1.461,0.0,Not married,Yes,Worked,12,classroom,10.06696623,13.62708139,13.15407857,8.775851718,0.3023574981226721,0.4373626066465907,0.153372574580623,0.1069073206501141,-9.60999311498127,13.62708139,13.15407857,8.775851718
312337,Treatment,Female,32,11.456,2.4,Married,No,Did not work,12,other,12.41747468,16.76300989,17.03713358,15.12839104,0.2367230474217056,0.42417416272521224,0.2042116629533559,0.1348911268997263,12.41747468,16.76300989,-24.337964310232866,15.12839104
312345,Control,Female,25,34.793,0.0,Not married,No,Worked,13,classroom,10.85628452,14.25512813,12.65689906,10.00065453,0.2472503644494897,0.3595347533257567,0.2109579837618805,0.18225689846287274,77.43320165688696,14.25512813,12.65689906,10.00065453
312346,Control,Male,29,0.0,0.7,Not married,No,Worked,10,classroom,12.75771947,14.34407049,13.45384246,11.52209614,0.38949256645824176,0.134113759672584,0.3715603818187328,0.1048332920504414,-82.36838467580733,14.34407049,13.45384246,11.52209614
312347,Treatment,Female,29,23.598,0.05,Married,No,Worked,9,other,9.936569906,12.79007489,13.70154606,8.174471754,0.24077008165626257,0.32616135001835345,0.22910489218108313,0.2039636761443007,9.936569906,12.79007489,62.222214676496364,8.174471754
312348,Control,Female,30,26.492,0.0,Not married,No,Worked,14,other,10.94932505,14.3426712,12.50437887,10.33071695,0.29400047333651097,0.19400913850365242,0.22757400543033193,0.28441638272950465,10.94932505,14.3426712,61.68446123994907,10.33071695
312349,Control,Male,22,1.947,2.732,Not married,No,Did not work,11,OJT,15.08805228,17.87921777,16.51690018,16.70500144,0.3166278363145947,0.07041011075437333,0.4398402965559023,0.1731217563751296,15.08805228,17.87921777,16.51690018,16.70500144
312350,Control,Male,45,59.49,7.135,Not married,No,Did not work,14,other,22.04945598,25.92917815,20.07308509,24.27341216,0.37845884208418057,0.1379962626583652,0.34954423993863015,0.1340006553188238,22.04945598,25.92917815,314.2277279625778,24.27341216
312351,Treatment,Female,27,32.457,5.0,Not married,No,Did not work,12,other,15.2448506,18.43223709,17.15819216,18.05232919,0.24213127348138871,0.19190417313313,0.40158385701198823,0.16438069637349287,15.2448506,18.43223709,110.227562089175,18.05232919
312353,Treatment,Male,40,6.241,3.5,Not married,No,Did not work,11,other,15.56806551,18.2197561,16.99235252,17.19013032,0.42760886163593825,0.07103432370685087,0.33595790554422345,0.16539890911298727,15.56806551,18.2197561,-48.010207518987556,17.19013032
312356,Treatment,Male,44,44.554,9.6,Married,No,Did not work,8,OJT,18.2995855,22.97977627,26.14643028,23.57213629,0.2934532876465604,0.09216427078024214,0.5328205105750622,0.08156193099813498,18.2995855,22.97977627,26.14643028,23.57213629
312359,Treatment,Female,31,0.957,0.0,Not married,No,Worked,8,classroom,10.36117668,12.35072208,12.6142579,7.652344199,0.35429947818520624,0.21808862436777945,0.22456775065601176,0.20304414679100252,-32.759718356418865,12.35072208,12.6142579,7.652344199
312360,Treatment,Male,26,26.442,2.9,Not married,No,Did not work,12,OJT,15.82975383,18.63850568,16.72539132,17.65601609,0.26879707428992683,0.19838635983910946,0.3121774246773868,0.22063914119357667,15.82975383,18.63850568,16.72539132,17.65601609
312361,Treatment,Female,37,1.14,0.0,Not married,No,Worked,12,classroom,10.61784151,13.17465781,12.36435858,9.237631305,0.6094282436719934,0.12260831593835174,0.07970156381455147,0.1882618765751032,-66.68394212077362,13.17465781,12.36435858,9.237631305
312362,Treatment,Male,35,24.313,3.7,Married,No,Worked,12,OJT,18.15843687,19.24883422,19.63829701,17.92437502,0.3106123717197352,0.12180833368762364,0.4250498756908392,0.1425294189018021,18.15843687,19.24883422,19.63829701,17.92437502
312363,Treatment,Male,54,1.443,0.0,Not married,No,Worked,12,OJT,12.89149921,12.11865316,12.68718824,10.85619051,0.26723411989927265,0.07773231035303108,0.36499092707682523,0.29004264267087065,12.89149921,12.11865316,12.68718824,10.85619051
312365,Control,Female,22,13.251,0.965,Not married,No,Worked,12,classroom,11.41570481,14.68336564,13.03470059,10.42200283,0.6072663700289906,0.13327571834165727,0.18377306542139324,0.0756848462079588,25.186369210361004,14.68336564,13.03470059,10.42200283
312366,Treatment,Female,31,32.399,6.5,Not married,No,Did not work,12,OJT,16.47183396,19.62496337,17.92309295,19.65457564,0.5412287298060308,0.19094414932097134,0.22262788060093222,0.04519924027206566,16.47183396,19.62496337,17.92309295,19.65457564
312368,Treatment,Male,31,34.604,0.0,Not married,No,Worked,10,OJT,12.42947592,13.65984387,13.17600341,10.88484705,0.37943101047532823,0.13970409380383783,0.2039147546199828,0.27695014110085125,12.42947592,13.65984387,13.17600341,10.88484705
312371,Treatment,Female,31,0.0,0.0,Not married,No,Worked,12,classroom,10.67629408,13.59721538,12.52334149,9.418320724,0.4374707927709806,0.24294254668001042,0.16930955471615647,0.15027710583285228,-33.2694627497503,13.59721538,12.52334149,9.418320724
312374,Control,Female,44,18.712,0.0,Not married,No,Worked,8,other,10.23452946,11.28264541,12.27455686,7.321183177,0.3381801944944855,0.10231389311013406,0.3875834111080409,0.17192250128733924,10.23452946,11.28264541,49.71842308924306,7.321183177
312378,Treatment,Female,31,40.758,0.0,Not married,No,Worked,9,other,10.41741063,12.64681681,12.5915288,8.093612413,0.28444310757744307,0.21012088198881293,0.20842471294328876,0.2970112974904552,10.41741063,12.64681681,107.4245248442167,8.093612413
312379,Treatment,Male,24,10.215,0.0,Not married,No,Worked,12,OJT,12.89149921,14.81682989,13.2729048,12.16374163,0.24623260557512808,0.12350578288199339,0.49961280575033556,0.13064880579254273,12.89149921,14.81682989,13.2729048,12.16374163
312380,Treatment,Male,26,0.321,0.06,Not married,No,Worked,12,OJT,12.93197663,14.78198123,13.25972371,12.17401645,0.2931250402168366,0.06982736171649552,0.30986807235809727,0.32717952570857056,12.93197663,14.78198123,13.25972371,12.17401645
312381,Treatment,Female,23,24.996,0.175,Married,No,Did not work,12,OJT,11.37190498,15.39743234,15.89157459,13.19257288,0.26731751852512814,0.3586258261494492,0.20837899348519393,0.16567766184022836,11.37190498,15.39743234,15.89157459,13.19257288
312383,Control,Male,23,7.056,3.824,Married,No,Did not work,9,other,17.46372154,19.18399168,21.46861579,19.24166898,0.21691634108169172,0.1656811176037376,0.3756820040920317,0.24172053722253903,17.46372154,19.18399168,-38.15650318253928,19.24166898
312385,Treatment,Male,35,25.206,1.506,Not married,No,Did not work,13,other,15.40345828,17.21763306,16.03221547,16.59935374,0.4222985034277552,0.12913718435579213,0.3424403981385894,0.1061239140778631,15.40345828,17.21763306,102.47629934792023,16.59935374
312388,Control,Female,30,0.217,0.0,Not married,Yes,Worked,12,other,10.03773994,13.52992085,13.10014184,8.708218386,0.4816888716656397,0.14196678623267306,0.2360872340579353,0.1402571080437515,10.03773994,13.52992085,-78.75361173932848,8.708218386
312389,Control,Male,34,5.547,0.0,Married,No,Worked,12,OJT,16.27393366,15.76294334,17.28406571,14.86606624,0.22259821835906862,0.08559235000496575,0.5311571308715112,0.16065230076445414,16.27393366,15.76294334,17.28406571,14.86606624
312392,Treatment,Male,40,0.372,5.2,Not married,No,Did not work,13,OJT,18.57344798,22.04610147,18.37822743,20.95089888,0.30607241859093537,0.13572868676402516,0.2899527599784387,0.26824613466660074,18.57344798,22.04610147,18.37822743,20.95089888
312393,Control,Female,29,17.154,5.2,Not married,No,Did not work,10,OJT,14.10581238,17.38185227,16.92840263,16.70292854,0.23961504104605333,0.2713341090436432,0.34507251442211595,0.1439783354881876,14.10581238,17.38185227,16.92840263,16.70292854
312394,Treatment,Female,44,14.004,0.0,Married,No,Worked,12,other,9.863447274,12.52913871,13.46486213,8.952493535,0.26335699871737583,0.28494269951375306,0.3653850721176904,0.08631522965118077,9.863447274,12.52913871,19.71101211047015,8.952493535
312398,Control,Female,25,3.484,5.253,Not married,No,Did not work,9,OJT,13.60527633,16.96473776,16.77607361,16.05587366,0.2825286312801964,0.18471908806029397,0.4114660009767852,0.1212862796827243,13.60527633,16.96473776,16.77607361,16.05587366
312401,Treatment,Male,52,0.0,11.0,Married,No,Did not work,8,other,18.61649895,23.70188248,27.55649359,24.02255956,0.38899645159090973,0.08349278785423783,0.4398160571572425,0.08769470339760996,18.61649895,23.70188248,-286.6756381393038,24.02255956
312402,Control,Female,23,11.349,1.701,Not married,No,Worked,10,classroom,11.36593773,14.32401579,13.20718285,10.13357608,0.25474166105286883,0.28124383822089105,0.24001845726898846,0.22399604345725174,11.305713370571734,14.32401579,13.20718285,10.13357608
312404,Treatment,Male,24,22.078,2.5,Not married,No,Did not work,12,OJT,15.55010221,18.18138098,16.49341656,17.21780002,0.22864935200630143,0.1440972103150278,0.493230222324492,0.13402321535417866,15.55010221,18.18138098,16.49341656,17.21780002
312406,Treatment,Female,29,24.39,3.2,Married,No,Did not work,13,OJT,13.21782404,18.01014258,17.60183388,16.61790766,0.27202681194293993,0.355477474885922,0.2218009309521688,0.15069478221896906,13.21782404,18.01014258,17.60183388,16.61790766
312409,Treatment,Female,46,4.443,0.0,Not married,No,Worked,8,classroom,10.21504527,11.06413263,12.2207119,7.25258551,0.40347040642825843,0.13570040007872294,0.2766207312149009,0.1842084622781177,-32.32016661332166,11.06413263,12.2207119,7.25258551
312412,Treatment,Female,33,2.315,1.5,Not married,No,Did not work,11,OJT,12.42652086,15.21403175,15.58117895,13.65171709,0.32640974941958334,0.33096710858080136,0.19155919188695528,0.15106395011265983,12.42652086,15.21403175,15.58117895,13.65171709
312417,Treatment,Male,22,63.423,11.592,Married,No,Did not work,12,other,23.16209218,31.48782845,29.39101155,29.52015247,0.30122665275582017,0.24121984617412776,0.3013215842144097,0.15623191685564247,23.16209218,31.48782845,247.22094755113983,29.52015247
312420,Treatment,Female,55,8.022,3.515,Not married,No,Did not work,12,OJT,13.92321256,15.65749271,16.5753819,15.39252502,0.4329966185108968,0.10903228515008526,0.3066625675660364,0.15130852877298154,13.92321256,15.65749271,16.5753819,15.39252502
312421,Treatment,Female,42,30.249,0.6,Not married,No,Did not work,14,OJT,12.40228977,15.31499989,15.36899461,14.35319466,0.3140756364645175,0.17747841832286512,0.24203503270992693,0.2664109125026902,12.40228977,15.31499989,15.36899461,14.35319466
312432,Control,Female,24,21.984,10.0,Not married,No,Did not work,11,OJT,18.96211921,22.88781023,19.44305286,22.91473863,0.31581975735560835,0.3026905443748922,0.25240706310519934,0.12908263516430016,18.96211921,22.88781023,19.44305286,22.91473863
312434,Treatment,Female,28,3.609,0.0,Not married,No,Worked,12,classroom,10.70552036,13.76914247,12.60140801,9.489761165,0.20916648763527135,0.41452323813886827,0.2739497831559416,0.10236049106991887,-6.414196237462781,13.76914247,12.60140801,9.489761165
312435,Treatment,Male,41,23.098,3.5,Married,No,Did not work,12,OJT,19.04063272,20.88633172,22.4289508,20.87629444,0.3054131403590489,0.18945042122896674,0.4250243064729809,0.08011213193900339,19.04063272,20.88633172,22.4289508,20.87629444
312438,Treatment,Male,41,11.521,3.5,Not married,No,Did not work,11,OJT,15.56956566,18.16642863,16.99568262,17.15321362,0.4597445362168162,0.0748270039531315,0.2908712602558399,0.17455719957421226,15.56956566,18.16642863,16.99568262,17.15321362
312439,Control,Female,41,1.82,6.1,Not married,No,Did not work,14,other,17.9317754,20.22402471,18.2259398,20.53959165,0.2952476794270434,0.2780982432422109,0.31657511526173104,0.11007896206901471,17.9317754,20.22402471,-130.81198253900416,20.53959165
312440,Control,Female,31,8.265,0.0,Not married,No,Worked,9,other,10.41741063,12.64681681,12.5915288,8.093612413,0.28444310757744307,0.21012088198881293,0.20842471294328876,0.2970112974904552,10.41741063,12.64681681,-1.9753541319162125,8.093612413
312442,Control,Female,32,55.181,4.896,Married,No,Worked,14,other,13.52341777,18.03725881,16.13924121,14.35984244,0.3713021993927507,0.13285524872251692,0.4169382305629396,0.07890432132179273,13.52341777,18.03725881,510.9379814561439,14.35984244
312444,Control,Female,36,23.01,1.0,Not married,No,Did not work,12,classroom,12.32206409,15.1456307,15.44584825,13.73017411,0.25518439827413714,0.11989687352319164,0.3126866179545379,0.3122321102481331,101.46480481319855,15.1456307,15.44584825,13.73017411
312448,Treatment,Male,24,2.037,0.0,Not married,No,Worked,13,other,13.16835952,15.24577976,13.25831706,12.73172966,0.23096445337139093,0.11485213237101717,0.37049947479034884,0.2836839394672429,13.16835952,15.24577976,-26.29738384105764,12.73172966
312449,Treatment,Male,33,0.0,5.094,Not married,No,Did not work,10,OJT,15.76719094,19.75012639,17.71574688,18.42180208,0.5475060315248971,0.05116214139066897,0.310631828127162,0.09069999895727193,15.76719094,19.75012639,17.71574688,18.42180208
312450,Treatment,Female,42,20.067,7.2,Married,No,Did not work,10,classroom,13.53731022,18.27779405,19.42319133,17.85172208,0.35525210674655094,0.11162846233310503,0.43675017449662534,0.09636925642371867,72.03215681669568,18.27779405,19.42319133,17.85172208
312453,Treatment,Female,24,10.08,0.0,Not married,No,Worked,12,classroom,10.74448874,13.96222272,12.70401899,9.568065427,0.3170488724134954,0.40202668650779794,0.08019425744741868,0.20073018363128792,9.091641398516089,13.96222272,12.70401899,9.568065427
312454,Treatment,Male,41,41.079,0.0,Married,No,Worked,16,OJT,17.58342782,17.78853247,17.84882552,16.73149969,0.32830642100182983,0.41491991622536367,0.16409474872763574,0.09267891404517052,17.58342782,17.78853247,17.84882552,16.73149969
312456,Control,Male,23,0.147,0.403,Not married,No,Worked,10,other,12.61832177,14.39260213,13.45481309,11.38305447,0.3222846715130988,0.10189476392556136,0.4445183335880237,0.13130223097331586,12.61832177,14.39260213,-87.89771528177234,11.38305447
312457,Control,Male,49,26.526,0.0,Married,No,Worked,14,OJT,16.8602932,15.54595286,17.71114702,15.16929719,0.35756308170507095,0.39801430329201454,0.17262960185479603,0.07179301314811809,16.8602932,15.54595286,17.71114702,15.16929719
312458,Control,Female,32,7.014,0.999,Not married,No,Worked,12,classroom,11.34166499,14.19731663,12.79752512,10.24258067,0.3138834445684611,0.16141833249122098,0.2866366463209694,0.23806157661934838,-15.468579690450825,14.19731663,12.79752512,10.24258067
312460,Control,Female,32,8.826,15.0,Not married,No,Did not work,13,other,40.55145795,35.14311935,23.72147297,31.95056724,0.32109126805423954,0.23522689827872414,0.12855779622681815,0.315124037440218,40.55145795,35.14311935,-23.547129866512627,31.95056724
312465,Control,Male,24,6.331,2.4,Not married,No,Did not work,11,classroom,14.89577968,17.46200143,16.34603824,16.30323374,0.4778249865405088,0.05729653903464737,0.30773448607707926,0.15714398834776447,-134.58584389277559,17.46200143,16.34603824,16.30323374
312466,Treatment,Male,29,3.324,0.0,Married,No,Worked,11,other,16.02815741,15.51103631,17.10774228,14.44938561,0.27294339777830473,0.2769528812511664,0.3206374352552814,0.12946628571524751,16.02815741,15.51103631,-89.35813958144789,14.44938561
312467,Treatment,Female,34,17.743,0.07,Not married,No,Did not work,12,classroom,11.71283463,14.56213064,15.08900595,12.89628378,0.3279533500702387,0.25764538630504286,0.188986190533121,0.22541507309159747,35.11773799923984,14.56213064,15.08900595,12.89628378
312469,Control,Female,23,2.38,2.444656,Not married,No,Did not work,14,OJT,14.29532714,17.5134831,16.19134608,16.79676541,0.36367752378556367,0.21859210532182466,0.20353235016424592,0.21419802072836575,14.29532714,17.5134831,16.19134608,16.79676541
312473,Treatment,Female,35,14.745,3.0,Not married,No,Did not work,8,classroom,12.26415547,14.82267731,15.89064491,13.06821076,0.3360903247924402,0.22011880415355797,0.2519073765481854,0.19188349450581638,23.534635243592298,14.82267731,15.89064491,13.06821076
312474,Treatment,Female,25,2.706,2.444656,Not married,No,Worked,9,classroom,11.41374433,14.25183484,13.3436882,10.29582569,0.31301414860017085,0.20691982007087706,0.293068505251351,0.18699752607760092,-30.668953823406973,14.25183484,13.3436882,10.29582569
312475,Treatment,Male,52,0.54,5.0,Not married,No,Did not work,12,OJT,17.48841199,20.05829665,18.11130124,19.20069474,0.30132334645626513,0.13052583400575973,0.4054069378556681,0.16274388168230694,17.48841199,20.05829665,18.11130124,19.20069474
312477,Treatment,Male,22,56.076,2.4,Married,No,Did not work,12,classroom,18.48037501,20.18438877,21.07367099,20.15376435,0.4025899225135347,0.14507969498471268,0.27453601433439156,0.1777943681673612,277.6181199160775,20.18438877,21.07367099,20.15376435
312479,Treatment,Male,26,52.478,4.1039111,Not married,No,Worked,12,OJT,15.73006233,18.81108312,15.08134104,15.8177447,0.18791829604041077,0.3550883689624094,0.2618327196092272,0.19516061538795246,15.73006233,18.81108312,15.08134104,15.8177447
312485,Treatment,Female,22,21.553,5.0,Not married,No,Did not work,12,OJT,15.26801596,18.52509746,17.13316922,18.11822428,0.5502982627666214,0.17890726649357336,0.19651020444037864,0.07428426629942649,15.26801596,18.52509746,17.13316922,18.11822428
312495,Treatment,Female,39,7.958,7.181,Not married,No,Did not work,10,OJT,15.41710654,18.59551885,17.85912965,18.55266815,0.45031037396570217,0.19253550639038175,0.23607169490289392,0.12108242474102195,15.41710654,18.59551885,17.85912965,18.55266815
312499,Treatment,Male,27,42.026,9.5,Not married,No,Did not work,13,OJT,23.33024703,30.17986426,21.41658353,27.24746965,0.3164602182452011,0.25414287664581964,0.27673648772486337,0.15266041738411584,23.33024703,30.17986426,21.41658353,27.24746965
312500,Control,Female,37,35.824,7.728,Not married,No,Did not work,12,OJT,17.74633882,20.61063847,18.61722757,20.92683423,0.2353672683147437,0.341108738897913,0.2589333303777106,0.16459066240963272,17.74633882,20.61063847,18.61722757,20.92683423
312502,Treatment,Male,32,0.0,0.0,Not married,No,Worked,9,classroom,12.24120323,13.23234091,13.17335424,10.30354481,0.27914897381582965,0.08667722058665715,0.24385924162284475,0.39031456397466835,-128.98625130935767,13.23234091,13.17335424,10.30354481
312503,Treatment,Male,49,4.161,0.0,Married,No,Worked,8,OJT,15.46178448,12.23399922,17.02009952,12.14133867,0.5251848788268181,0.06898431461576938,0.20885274237475962,0.19697806418265262,15.46178448,12.23399922,17.02009952,12.14133867
